prices,market_caps,total_volumes,timestamps,date
15023.395736525683,278505626082.25055,29165913767.228394,1604830100569,2020-11-08 10:08:20.569
15137.887311321503,280615180008.97723,29710490425.72318,1604834056107,2020-11-08 11:14:16.107
15148.12109073045,280805643798.22485,29731496550.346695,1604837035699,2020-11-08 12:03:55.699
15231.63070725414,282824772801.50024,29999205590.934227,1604841441548,2020-11-08 13:17:21.548
15203.28801371328,281652542163.79767,29624614528.319706,1604845141909,2020-11-08 14:19:01.909
15433.211302002443,285011620777.44995,29525898345.93221,1604848605259,2020-11-08 15:16:45.259
15315.015035403067,283901708343.4085,28875184349.416,1604852528581,2020-11-08 16:22:08.581
15402.270730647035,285519778496.6181,28307058706.387947,1604855483335,2020-11-08 17:11:23.335
15561.599966258997,289893236747.43933,28650565115.975906,1604859521419,2020-11-08 18:18:41.419
15497.262706350819,287416080429.5131,27077669401.383987,1604862919847,2020-11-08 19:15:19.847
15404.76944355924,285476748897.06067,25515241872.487213,1604866754194,2020-11-08 20:19:14.194
15349.528067180945,285254867539.2447,24245858668.681156,1604869980174,2020-11-08 21:13:00.174
15316.209654778497,283727550536.12384,24024605320.276535,1604872991492,2020-11-08 22:03:11.492
15506.766776938375,287459588892.8825,24125739279.552998,1604876580187,2020-11-08 23:03:00.187
15467.507641481223,286732403093.1774,23780928062.904934,1604880779709,2020-11-09 00:12:59.709
15563.156196732467,288282349633.47614,23836237079.50029,1604884588034,2020-11-09 01:16:28.034
15500.452477779014,287344768456.5986,23771680190.225006,1604887485190,2020-11-09 02:04:45.190
